Go.,Geh.
I didn't think you would come.,"Ich hätte nicht gedacht, dass Sie kämen."
I didn't think you'd be early.,"Ich hätte nicht gedacht, dass du zu früh kommen würdest."
I didn't understand that joke.,Ich habe diesen Witz nicht verstanden.
I didn't understand this part.,Diesen Teil habe ich nicht verstanden.
I didn't want Tom at my party.,"Ich wollte nicht, dass Tom zu meiner Party kommt."
I didn't want Tom at my party.,"Ich wollte nicht, dass Tom zu meiner Feier kommt."
I didn't want Tom to be alone.,"Ich wollte nicht, dass Tom allein sei."
I didn't want to get up early.,Ich wollte nicht früh aufstehen.
I didn't want to let you down.,Ich wollte dich nicht enttäuschen.
I didn't want to look foolish.,Ich wollte nicht dämlich aussehen.
I didn't want to stay at home.,Ich wollte nicht zu Hause bleiben.
I didn't want to surprise you.,Ich wollte dich nicht überraschen.
I do exercises in the morning.,Ich treibe Morgengymnastik.
I do my homework after school.,Ich mache meine Hausaufgaben nach der Schule.
I do not trust him any longer.,Ich vertraue ihm nicht mehr.
I do that at least once a day.,Ich mache das mindestens einmal am Tag.
I do what everybody else does.,"Ich tue, was alle anderen tun."
I don't actually believe that.,Ich glaube das eigentlich nicht.
I don't always obey the rules.,Ich halte mich nicht immer an die Regeln.
I don't approve your decision.,Ich billige Ihre Entscheidung nicht.
I don't believe what Tom said.,"Ich glaube nicht, was Tom gesagt hat."
I don't believe you can do it.,"Ich glaube nicht, dass du das kannst."
I don't care how poor you are.,"Es ist mir egal, wie arm du bist."
I don't care how poor you are.,"Es ist mir egal, wie arm Sie sind."
I don't care how poor you are.,"Es ist mir egal, wie arm ihr seid."
I don't care what anyone says.,"Es ist mir egal, was die Leute sagen."
I don't care what color it is.,Die Farbe ist mir egal.
I don't celebrate my birthday.,Ich feiere meinen Geburtstag nicht.
I don't consider Tom a friend.,Ich betrachte Tom nicht als Freund.
I don't do this for the money.,Ich tue das nicht wegen dem Geld.
I don't do this for the money.,Ich tue das nicht wegen des Geldes.
I don't enjoy giving speeches.,Ich halte nicht gerne Reden.
I don't enjoy studying French.,Ich lerne nicht gern Französisch.
I don't enjoy teaching French.,Ich unterrichte nicht gern Französisch.
I don't even have a boyfriend.,Ich habe noch nicht einmal einen Freund.
I don't ever go there anymore.,Ich gehe da überhaupt nicht mehr hin.
I don't expect Tom to help me.,"Ich rechne nicht damit, dass Tom mir helfen wird."
"I don't fear death, but dying.","Nicht den Tod fürchte ich, sondern das Sterben."
I don't feel like dancing now.,Mir ist jetzt nicht nach Tanzen zumute.
I don't feel like watching TV.,Ich habe keine Lust fernzusehen.
I don't feel like watching TV.,Ich habe keine Lust zum Fernsehen.
I don't feel like watching TV.,"Ich habe keine Lust, Fernsehen zu gucken."
I don't have a TV at my place.,Ich habe zu Hause keinen Fernseher.
I don't have a dependable car.,Ich habe kein zuverlässiges Auto.
I don't have a favorite shirt.,Ich habe kein Lieblingshemd.
I don't have a lot of friends.,Ich habe nicht viele Freunde.
I don't have a lot of options.,Viele Möglichkeiten stehen mir nicht offen.
I don't have a picture of you.,Ich habe kein Bild von dir.
I don't have a younger sister.,Ich habe keine jüngere Schwester.
I don't have an ear for music.,Ich habe kein musikalisches Gehör.
I don't have an ear for music.,Ich habe kein Ohr für Musik.
I don't have an older brother.,Ich habe keinen älteren Bruder.
I don't have any French books.,Ich habe keine Französisch Bücher.
I don't have any French books.,Ich habe keine französischen Bücher.
I don't have any children yet.,Ich habe noch keine Kinder.
I don't have any credit cards.,Ich habe keine Kreditkarten.
I don't have any money either.,Ich habe auch kein Geld.
I don't have any more records.,Mehr Platten habe ich nicht.
I don't have any other choice.,Ich habe keine andere Wahl.
I don't have any other choice.,Ich habe keine Alternative.
I don't have any other option.,Ich habe keine andere Wahl.
I don't have anything to read.,Ich habe nichts zu lesen.
I don't have anything to wear.,Ich habe nichts anzuziehen.
I don't have enough money now.,Ich habe jetzt nicht genug Geld.
I don't have enough money yet.,Ich habe im Moment nicht genug Geld.
I don't have much money on me.,Ich habe nicht viel Geld dabei.
I don't have time for reading.,Ich habe keine Zeit zum Lesen.
I don't have time to help Tom.,"Ich habe keine Zeit, Tom zu helfen."
I don't have time to help Tom.,"Ich habe nicht die Zeit, Tom zu helfen."
I don't have to clean my room.,Ich muss mein Zimmer nicht sauber machen.
I don't have to do that today.,Ich muss das heute nicht machen.
I don't have to do this today.,Ich brauche das heute nicht zu tun.
I don't have to listen to you.,Ich muss dir nicht zuhören.
I don't have to listen to you.,Ich muss nicht auf dich hören.
I don't have to listen to you.,Ich brauche dir nicht zuzuhören.
I don't have to listen to you.,Ich brauche Ihnen nicht zuzuhören.
I don't have to listen to you.,Ich brauche euch nicht zuzuhören.
I don't have to sell my house.,Ich muss mein Haus nicht verkaufen.
I don't have to work tomorrow.,Morgen muss ich nicht arbeiten.
I don't have travel insurance.,Ich habe keine Reiseversicherung.
I don't have travel insurance.,Ich bin nicht reiseversichert.
I don't know Boston very well.,Ich kenne Boston nicht sehr gut.
I don't know any French songs.,Ich kenne keine französischen Lieder.
I don't know anyone in Boston.,Ich kenne niemanden in Boston.
I don't know anyone like that.,"Ich kenne niemanden, der so ist."
I don't know how long I slept.,"Ich weiß nicht, wie lange ich geschlafen habe."
I don't know how to get there.,"Ich weiß nicht, wie man dorthin kommt."
I don't know how to get there.,"Ich weiß nicht, wie ich da hinkommen soll."
I don't know how to handle it.,"Ich weiß nicht, wie ich damit umgehen soll."
I don't know how to repair it.,"Ich weiß nicht, wie man das repariert."
I don't know how to thank you.,"Ich weiß nicht, wie ich dir danken soll."
I don't know how to thank you.,"Ich weiß nicht, wie ich dir danken kann."
I don't know how to use a VCR.,"Ich weiß nicht, wie man einen Videorekorder bedient."
I don't know if he's a doctor.,"Ich weiß nicht, ob er Arzt ist."
I don't know if he's a doctor.,"Ich weiß nicht, ob er ein Arzt ist."
I don't know if she will come.,"Ich weiß nicht, ob sie kommen wird."
I don't know that girl's name.,"Ich weiß nicht, wie dieses Mädchen heißt."
I don't know what I did wrong.,"Ich weiß nicht, was ich falsch gemacht habe."
I don't know what I should do.,"Ich weiß nicht, was ich tun soll."
I don't know what Tom thought.,"Ich weiß nicht, was Tom dachte."
I don't know what her name is.,"Ich weiß nicht, wie sie heißt."
I don't know what his name is.,"Ich weiß nicht, wie er heißt."
I don't know what to do first.,"Ich weiß nicht, was ich zuerst tun soll."
I don't know what to tell you.,"Ich weiß nicht, was ich dir sagen soll."
I don't know what to tell you.,"Ich weiß nicht, was ich euch sagen soll."
I don't know what to tell you.,"Ich weiß nicht, was ich Ihnen sagen soll."
I don't know when I'll return.,"Ich weiß nicht, wann ich zurückkommen werde."
I don't know when he's coming.,"Ich weiß nicht, wann er kommt."
I don't know where Tom is now.,"Ich weiß nicht, wo Tom jetzt ist."
I don't know which key to use.,"Ich weiß nicht, welchen Schlüssel ich benutzen soll."
I don't know who I should ask.,"Ich weiß nicht, wen ich fragen sollte."
I don't know who my mother is.,"Ich weiß nicht, wer meine Mutter ist."
I don't know why Tom did that.,"Ich weiß nicht, warum Tom das getan hat."
I don't know why Tom did this.,"Ich weiß nicht, warum Tom das getan hat."
I don't know why Tom got sick.,"Ich weiß nicht, warum Tom krank geworden ist."
I don't know why Tom was late.,"Ich weiß nicht, warum Tom zu spät kam."
I don't know why we came here.,"Ich weiß nicht, warum wir hierher gekommen sind."
I don't like Boston that much.,Ich mag Boston nicht so.
I don't like Boston that much.,Mir gefällt Boston nicht so besonders.
I don't like Boston very much.,Boston gefällt mir nicht besonders.
I don't like Brussels sprouts.,Ich mag keinen Rosenkohl.
I don't like being blindsided.,"Ich mag es nicht, überrumpelt zu werden."
I don't like being criticized.,Ich lasse mich nicht gern kritisieren.
I don't like being home alone.,Ich bin nicht gern allein zu Hause.
I don't like being laughed at.,"Ich mag es nicht, ausgelacht zu werden."
I don't like cheese very much.,Ich mag Käse nicht besonders.
I don't like climbing ladders.,Ich steige nicht gern auf Leitern.
I don't like living in Boston.,Ich lebe nicht gerne in Boston.
I don't like making decisions.,Ich treffe nicht gerne Entscheidungen.
I don't like my mother-in-law.,Ich mag meine Schwiegermutter nicht.
I don't like playing baseball.,Ich spiele nicht gerne Baseball.
I don't like repeating myself.,Ich wiederhole mich nicht gern.
I don't like school very much.,Ich mag die Schule nicht besonders.
I don't like spoiled children.,Ich mag verwöhnte Kinder nicht.
I don't like the way he talks.,Mir gefällt seine Art zu reden nicht.
I don't like this city at all.,Diese Stadt gefällt mir überhaupt nicht.
I don't like to be laughed at.,Ich lasse mich nicht gerne auslachen.
I don't like to carry a purse.,"Ich mag es nicht, eine Handtasche zu tragen."
I don't like to wear lipstick.,Ich trage Lippenstift nicht gerne.
I don't like traveling by air.,Ich reise nicht gerne mit dem Flugzeug.
I don't mind sharing my table.,"Es stört mich nicht, meinen Tisch zu teilen."
I don't need a history lesson.,Ich brauche keine Geschichtsstunde.
I don't need more information.,Ich benötige keine weiteren Informationen.
I don't need to talk about it.,Ich muss nicht darüber reden.
I don't owe you guys anything.,Ich schulde euch nichts.
I don't particularly like Tom.,Ich mag Tom nicht besonders.
I don't plan to do that today.,"Ich habe nicht vor, das heute zu tun."
I don't plan to do that today.,"Ich plane nicht, das heute zu machen."
I don't play tennis that well.,Ich spiele nicht so gut Tennis.
I don't really need the money.,Ich brauche das Geld wirklich nicht.
I don't really need your help.,Ich brauche deine Hilfe wirklich nicht.
I don't really understand why.,Ich verstehe nicht wirklich warum.
I don't really want to go out.,Ich möchte wirklich nicht ausgehen.
I don't regret what I've done.,"Ich bereue nicht, was ich tat."
I don't remember the incident.,Ich erinnere mich nicht mehr an den Zwischenfall.
I don't see a problem with it.,Ich sehe kein Problem dabei.
I don't see any reason for it.,Ich sehe keinen Grund dafür.
I don't see what's so amusing.,"Ich verstehe nicht, was so lustig ist."
I don't speak French fluently.,Ich spreche kein fließendes Französisch.
I don't think I could do that.,"Ich denke nicht, dass ich das tun könnte."
I don't think I could do that.,"Ich denke nicht, dass ich das machen könnte."
I don't think I could do that.,"Ich glaube nicht, dass ich das tun könnte."
I don't think I could do that.,"Ich glaube nicht, dass ich das machen könnte."
I don't think Tom can hear me.,"Ich glaube nicht, dass Tom mich hören kann."
I don't think Tom is Canadian.,"Ich glaube nicht, dass Tom Kanadier ist."
I don't think Tom is at fault.,"Ich denke nicht, dass Tom die Schuld trifft."
I don't think Tom is at fault.,"Ich glaube nicht, dass Tom die Schuld trifft."
I don't think Tom is autistic.,"Ich glaube nicht, dass Tom autistisch ist."
I don't think Tom is finished.,"Ich glaube nicht, dass Tom fertig ist."
I don't think Tom understands.,"Ich glaube nicht, dass Tom das versteht."
I don't think Tom will notice.,Tom merkt das sicher nicht.
I don't think he can help you.,"Ich denke, dass er dir nicht helfen kann."
I don't think it'll take long.,"Ich denke nicht, dass es lange dauern wird."
I don't think it's a bad idea.,Die Idee finde ich gar nicht so schlecht.
I don't think it's a big deal.,"Ich denke nicht, dass das eine große Sache ist."
I don't think of it like that.,Ich denke nicht so darüber.
I don't think that I know Tom.,"Ich glaube nicht, dass ich Tom kenne."
I don't think that I'm biased.,"Ich finde nicht, dass ich voreingenommen bin."
I don't think that Tom did it.,"Ich denke nicht, dass Tom das getan hat."
I don't think that can happen.,"Ich glaube nicht, dass das passieren kann."
I don't think that can happen.,"Ich denke nicht, dass das passieren kann."
I don't think that he'll come.,"Ich glaube nicht, dass er kommen wird."
I don't think that you're fat.,"Ich finde nicht, dass du dick bist."
I don't think they're married.,"Ich glaube nicht, dass sie verheiratet sind."
I don't think this is for you.,"Ich denke nicht, dass das für dich ist."
I don't think we want to know.,"Ich glaube nicht, dass wir es wissen wollen."
I don't think you can do this.,"Ich glaube nicht, dass du das hinkriegst!"
I don't think you really care.,"Ich schätze, es interessiert dich nicht wirklich."
I don't think you'd like that.,"Ich glaube nicht, dass dir das gefallen würde."
